x, y
-39.846547314578004, 1.0278884462151394
-38.925831202046034, 1.0278884462151394
-37.749360613810744, 1.0278884462151394
-35.70332480818414, 1.0278884462151394
-34.066496163682864, 1.0199203187250996
-32.12276214833759, 1.0278884462151394
-30.23017902813299, 1.0199203187250996
-28.9002557544757, 1.0199203187250996
-27.263427109974423, 1.0278884462151394
-25.831202046035806, 1.0199203187250996
-24.245524296675192, 1.0278884462151394
-23.017902813299234, 1.0199203187250996
-21.73913043478261, 1.0199203187250996
-21.023017902813297, 1.0278884462151394
-20.30690537084399, 1.0278884462151394
-19.335038363171353, 1.0199203187250996
-18.005115089514067, 1.0199203187250996
-16.77749360613811, 1.0199203187250996
-15.549872122762148, 1.0199203187250996
-14.322250639386189, 1.0278884462151394
-13.350383631713555, 1.0199203187250996
-10.946291560102301, 1.043824701195219
-11.253196930946292, 1.0278884462151394
-11.662404092071611, 1.0199203187250996
-11.9693094629156, 1.0199203187250996
-12.48081841432225, 1.0199203187250996
-10.639386189258312, 1.091633466135458
-10.434782608695652, 1.147410358565737
-10.281329923273658, 1.2191235059760956
-10.127877237851662, 1.2908366533864541
-9.974424552429667, 1.3625498007968126
-9.820971867007673, 1.4342629482071714
-9.718670076726342, 1.5139442231075697
-9.565217391304348, 1.5697211155378485
-9.411764705882353, 1.6494023904382469
-9.207161125319693, 1.7131474103585658
-9.002557544757034, 1.7848605577689243
-8.746803069053708, 1.840637450199203
-8.542199488491049, 1.888446215139442
-8.184143222506394, 1.9362549800796813
-7.928388746803069, 1.9840637450199203
-7.621483375959079, 2.0239043824701195
-7.263427109974424, 2.055776892430279
-6.80306905370844, 2.095617529880478
-6.240409207161125, 2.1274900398406373
-5.78005115089514, 2.1752988047808763
-5.166240409207161, 2.2071713147410357
-4.654731457800511, 2.231075697211155
-4.143222506393862, 2.2629482071713145
-3.631713554987212, 2.278884462151394
-3.0690537084398977, 2.294820717131474
-2.557544757033248, 2.310756972111554
-2.0971867007672635, 2.318725099601594
-1.7391304347826086, 2.318725099601594
-1.329923273657289, 2.3266932270916336
-0.9207161125319693, 2.3346613545816735
-0.05115089514066496, 2.454183266932271
0.1534526854219949, 2.414342629482072
0.46035805626598464, 2.3904382470119523
0.8184143222506394, 2.406374501992032
1.1253196930946292, 2.454183266932271
1.5345268542199488, 2.50996015936255
1.8414322250639386, 2.5737051792828685
-0.5626598465473146, 2.358565737051793
-0.3069053708439898, 2.406374501992032
2.1483375959079285, 2.637450199203187
2.455242966751918, 2.7091633466135456
2.813299232736573, 2.7729083665338643
3.1202046035805626, 2.8446215139442232
3.4782608695652173, 2.9163346613545817
3.836317135549872, 3.00398406374502
4.143222506393862, 3.0756972111553784
4.910485933503836, 3.2191235059760954
5.370843989769821, 3.3147410358565734
5.831202046035806, 3.4262948207171315
6.29156010230179, 3.5219123505976095
7.0076726342711, 3.6573705179282867
7.672634271099744, 3.7689243027888444
8.286445012787723, 3.8725099601593627
9.309462915601022, 4.0239043824701195
9.872122762148338, 4.111553784860558
10.434782608695652, 4.191235059760956
10.792838874680307, 4.231075697211155
11.15089514066496, 4.278884462151394
11.56010230179028, 4.318725099601593
11.918158567774936, 4.350597609561753
12.327365728900256, 4.382470119521912
12.634271099744245, 4.414342629482071
12.9923273657289, 4.446215139442231
13.350383631713555, 4.47011952191235
13.70843989769821, 4.5019920318725095
14.066496163682864, 4.525896414342629
14.475703324808183, 4.557768924302788
14.936061381074168, 4.581673306772908
15.396419437340153, 4.613545816733068
15.754475703324808, 4.629482071713148
16.163682864450127, 4.653386454183267
17.44245524296675, 4.701195219123506
16.624040920716112, 4.669322709163347
17.033248081841432, 4.685258964143427
17.902813299232736, 4.717131474103586
18.36317135549872, 4.741035856573705
18.77237851662404, 4.756972111553785
19.28388746803069, 4.764940239043825
19.744245524296677, 4.780876494023905
20.153452685421996, 4.788844621513944
20.664961636828643, 4.804780876494024
21.176470588235293, 4.812749003984064
21.534526854219948, 4.820717131474104
21.994884910485933, 4.836653386454183
22.404092071611252, 4.844621513944223
22.762148337595907, 4.868525896414343
