panel,omega_r,omega_i,lambda_re,lambda_im,rel_error,shift,n_conv,solve_min
0,-1.6357027673772397e-06,3.865470923341034e-08,0.0001317290820734719,0.005574214070284744,38.10433210867121,0.0,63,1.7861156935166667
