panel,omega_r,omega_i,lambda_re,lambda_im
0,-0.00021769507467000004,-0.00070889183339,-2.41579,0.74187
0,0.00021769507467000004,-0.00070889183339,-2.41579,-0.74187
0,-0.00041465854269,-0.0007413698832700001,-2.52647,1.41309
0,0.00041465854269,-0.0007413698832700001,-2.52647,-1.41309
0,-0.0,-0.0008398604205100001,-2.86211,0.0
0,-0.00016136907472,-0.0008672325969900001,-2.95539,0.54992
0,0.00016136907472,-0.0008672325969900001,-2.95539,-0.54992
0,-0.0,-0.00094983623849,-3.23689,0.0
0,-0.0,-0.0009580584553100001,-3.26491,0.0
0,-0.0,-0.00095882727073,-3.26753,0.0
0,-0.00031898210464000005,-0.00098678926362,-3.36282,1.08704
0,0.00031898210464000005,-0.00098678926362,-3.36282,-1.08704
0,-0.0,-0.0010508826468400001,-3.58124,0.0
0,-0.0,-0.0011014572031900001,-3.75359,0.0
0,-0.0004687133093,-0.00112663444099,-3.83939,1.5973
0,0.0004687133093,-0.00112663444099,-3.83939,-1.5973
0,-0.0,-0.00115727555021,-3.94381,0.0
0,-0.00036219422630000004,-0.00119145262348,-4.06028,1.2343
0,0.00036219422630000004,-0.00119145262348,-4.06028,-1.2343
0,-0.00016053863669,-0.0012246584070400002,-4.17344,0.54709
0,0.00016053863669,-0.0012246584070400002,-4.17344,-0.54709
0,-0.00054557724484,-0.00125520561514,-4.27754,1.85924
0,0.00054557724484,-0.00125520561514,-4.27754,-1.85924
0,-0.00023228202678,-0.00126511511771,-4.31131,0.79158
0,0.00023228202678,-0.00126511511771,-4.31131,-0.79158
0,-0.0,-0.0013153492825000001,-4.4825,0.0
0,-0.0,-0.00131711873173,-4.48853,0.0
0,-0.0,-0.0013213090692100003,-4.50281,0.0
0,-0.00067528110125,-0.00133314061033,-4.54313,2.30125
0,0.00067528110125,-0.00133314061033,-4.54313,-2.30125
0,-0.00084029177878,-0.00142268413148,-4.84828,2.86358
0,0.00084029177878,-0.00142268413148,-4.84828,-2.86358
0,-0.00033843724294,-0.00142742613804,-4.86444,1.15334
0,0.00033843724294,-0.00142742613804,-4.86444,-1.15334
0,-0.00057192531223,-0.0014634782993000002,-4.9873,1.94903
0,0.00057192531223,-0.0014634782993000002,-4.9873,-1.94903
0,-0.00069936380412,-0.0014733437857200001,-5.02092,2.38332
0,0.00069936380412,-0.0014733437857200001,-5.02092,-2.38332
0,-0.00024896708204,-0.00149121727703,-5.08183,0.84844
0,0.00024896708204,-0.00149121727703,-5.08183,-0.84844
0,-0.00051316081757,-0.00157667023064,-5.37304,1.74877
0,0.00051316081757,-0.00157667023064,-5.37304,-1.74877
0,-0.0,-0.0016938001402000001,-5.7722,0.0
0,-0.0,-0.0017228889465300003,-5.87133,0.0
0,-0.0006881543579200001,-0.0017814010819300003,-6.07073,2.34512
0,0.0006881543579200001,-0.0017814010819300003,-6.07073,-2.34512
0,-0.00036912823713,-0.0018505563224,-6.3064,1.25793
0,0.00036912823713,-0.0018505563224,-6.3064,-1.25793
0,-0.0012063242133600002,-0.0018969581477300001,-6.46453,4.11096
0,0.0012063242133600002,-0.0018969581477300001,-6.46453,-4.11096
0,-0.0,-0.0019540265534100003,-6.65901,0.0
0,-0.00093445993009,-0.00195489220436,-6.66196,3.18449
0,0.00093445993009,-0.00195489220436,-6.66196,-3.18449
0,-0.0,-0.0022312197252400004,-7.60364,0.0
0,-0.0007514290407500001,-0.00224312756102,-7.64422,2.56075
0,0.0007514290407500001,-0.00224312756102,-7.64422,-2.56075
0,-0.0007403105612600001,-0.00247910107558,-8.44838,2.52286
0,0.0007403105612600001,-0.00247910107558,-8.44838,-2.52286
0,-0.0013791873720500002,-0.00251794679516,-8.58076,4.70005
0,0.0013791873720500002,-0.00251794679516,-8.58076,-4.70005
0,-0.0007686892403700001,-0.00252772424928,-8.61408,2.61957
0,0.0007686892403700001,-0.00252772424928,-8.61408,-2.61957
0,-0.00102260080326,-0.0025293587156500004,-8.61965,3.48486
0,0.00102260080326,-0.0025293587156500004,-8.61965,-3.48486
0,-0.0,-0.00253556792721,-8.64081,0.0
0,-0.0,-0.0025355767304400005,-8.64084,0.0
0,-0.0,-0.0026494993298700003,-9.02907,0.0
0,-0.0,-0.0027133080753200004,-9.24652,0.0
0,-0.00102548239388,-0.00290355467885,-9.89485,3.49468
0,0.00102548239388,-0.00290355467885,-9.89485,-3.49468
0,-0.0,-0.0029258151131100005,-9.97071,0.0
0,-0.00068029600794,-0.00304839422204,-10.38844,2.31834
0,0.00068029600794,-0.00304839422204,-10.38844,-2.31834
0,-0.0008484787826800001,-0.0030658011421600003,-10.44776,2.89148
0,0.0008484787826800001,-0.0030658011421600003,-10.44776,-2.89148
0,-0.0,-0.0030692872212400002,-10.45964,0.0
0,-0.00017174808289,-0.00308510075673,-10.51353,0.58529
0,0.00017174808289,-0.00308510075673,-10.51353,-0.58529
0,-0.0013724411634600002,-0.0031435630071600003,-10.71276,4.67706
0,0.0013724411634600002,-0.0031435630071600003,-10.71276,-4.67706
0,-0.00138540538684,-0.0032116266471100005,-10.94471,4.72124
0,0.00138540538684,-0.0032116266471100005,-10.94471,-4.72124
0,-0.0006534813693600001,-0.0033331933845900004,-11.35899,2.22696
0,0.0006534813693600001,-0.0033331933845900004,-11.35899,-2.22696
0,-0.0011236384083800001,-0.0034781062880300004,-11.85283,3.82918
0,0.0011236384083800001,-0.0034781062880300004,-11.85283,-3.82918
0,-0.00086087959934,-0.0035200536789800002,-11.99578,2.93374
0,0.00086087959934,-0.0035200536789800002,-11.99578,-2.93374
0,-0.0,-0.00353768361426,-12.05586,0.0
0,-0.0016787965018700002,-0.00364537939567,-12.42287,5.72107
0,0.0016787965018700002,-0.00364537939567,-12.42287,-5.72107
0,-0.0,-0.0037538146484000006,-12.7924,0.0
0,-0.0007568606336600001,-0.0038863032599,-13.2439,2.57926
0,0.0007568606336600001,-0.0038863032599,-13.2439,-2.57926
0,-0.0010376308512800002,-0.00402074912287,-13.70207,3.53608
0,0.0010376308512800002,-0.00402074912287,-13.70207,-3.53608
0,-0.0007647952783000001,-0.00408222501237,-13.91157,2.6063
0,0.0007647952783000001,-0.00408222501237,-13.91157,-2.6063
0,-0.0007647952783000001,-0.004082227946780001,-13.91158,2.6063
0,0.0007647952783000001,-0.004082227946780001,-13.91158,-2.6063
0,-0.0005034449860600001,-0.00422790673123,-14.40803,1.71566
0,0.0005034449860600001,-0.00422790673123,-14.40803,-1.71566
0,-0.0,-0.00423326496389,-14.42629,0.0
0,-0.0,-0.0042332678983,-14.4263,0.0
0,-0.0,-0.00437750588744,-14.91784,0.0
0,-0.0013084211404900002,-0.004476926632650001,-15.25665,4.45889
0,0.0013084211404900002,-0.004476926632650001,-15.25665,-4.45889
0,-0.0007264601460600001,-0.0049938141509200005,-17.01812,2.47566
